Unnamed: 0,track_id,artist,album_name,track_name,popularity,explicit,danceability,energy,valence,track_genre,duration_min,is_loud,is_live,year,title,category,nominee,nominated,decade,gender,country,death,award_count,won_grammy,awards_list
52487,54PQInz7SNNdLpSHnbbSIb,hank williams,The Complete Hank Williams,Dixie Cannonball,Low,False,Medium,Medium,Happy,Blues,Short,False,False,2014.0,57th Annual GRAMMY Awards  (2014),Best Historical Album,"The Garden Spot Programs, 1950",True,2010.0,male,United States,deceased,3.0,True,Grammy Lifetime Achievement Award; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
99986,5zDVyVBJoE0NVUmYcyvTny,bryan adams,Waking Up The Neighbours,Do I Have To Say The Words?,Medium,False,Medium,Medium,Neutral,Folk,Long,False,False,1991.0,34th Annual GRAMMY Awards  (1991),Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),True,1990.0,male,Canada,alive,13.0,True,Canada's Walk of Fame; Canadian Music Hall of Fame; Grammy Award for Best Song Written for Visual Media; Jack Richardson Producer of the Year Award; Juno Award for Album of the Year; Juno Award for Entertainer of the Year; Juno Award for International Album of the Year; Juno Award for Songwriter of the Year; Juno Award/Album of the Year; Juno International Achievement Award; MTV Movie Award for Best Song from a Movie; star on Hollywood Walk of Fame; قالب:Juno Award for International Album of the Year
84255,2BstRQGodshjGpeDGQiNgo,steely dan,Can't Buy A Thrill,Do It Again,High,False,High,Medium,Very Happy,Rock,Long,False,False,2000.0,43rd Annual GRAMMY Awards  (2000),Album Of The Year,Two Against Nature,True,2000.0,Unknown,Unknown,alive,1.0,False,Rock and Roll Hall of Fame
84842,7lBMYdsIxaZj1M6rCz78JT,the beach boys,Greatest Hits,Do It Again - Remastered 2012,Low,False,High,Medium,Very Happy,Rock,Short,False,False,2012.0,55th Annual GRAMMY Awards  (2012),Best Historical Album,The Smile Sessions (Deluxe Box Set),True,2010.0,Unknown,Unknown,alive,9.0,True,American Music Award al mèrit; American Music Award of Merit; American Music Award за заслуги; California Hall of Fame; Grammy Hall of Fame; Grammy Hall of Fame Award; Grammy Lifetime Achievement Award; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
67952,4MloswMM3eu7dHZ7MOzW3i,enrique iglesias,Insomniac (New International Version Spanish),Do You Know? (The Ping Pong Song),Medium,False,High,High,Happy,Latin,Average,True,False,1996.0,39th Annual GRAMMY Awards  (1996),Best Latin Pop Performance,Enrique Iglesias,True,1990.0,male,Spain,alive,5.0,True,American Music Award; American Music Awards; Grammy Award; Grammy Awards; Grammy Sariak
107380,1I6q6nwNjNgik1Qe8Oi0Y7,culture club,Kissing To Be Clever,Do You Really Want To Hurt Me,High,False,High,Medium,Neutral,Pop,Average,False,False,1983.0,26th Annual GRAMMY Awards  (1983),Best New Artist,Culture Club,True,1980.0,Unknown,Unknown,alive,3.0,True,Grammy Award for Best New Artist; Grammy Award for beste nye artist; Grammy al millor nou artista
11672,7Aobt67JnaF7qN8jCCKvHq,the beatles,Please Please Me (Remastered),Do You Want To Know A Secret - Remastered 2009,Medium,False,High,Medium,Happy,Pop,Very Short,False,False,2016.0,59th Annual GRAMMY Awards  (2016),Best Music Film,The Beatles: Eight Days A Week The Touring Years,True,2010.0,Unknown,Unknown,alive,12.0,True,Gradam Iontaobhaithe Grammy; Grammy Award for Album of the Year; Grammy Award for Best New Artist; Grammy Award for Best Pop Vocal Album; Grammy Award for beste nye artist; Grammy Lifetime Achievement Award; Grammy Trustees Award; Grammy al millor nou artista; Hollywood Walk of Fame; Rock and Roll Hall of Fame; Walk of Fame; star on Hollywood Walk of Fame
44835,0dIipTYASaFwX1QxVrVFV7,pearl jam,Yield,Do the Evolution,High,False,Medium,High,Sad,Rock,Average,False,False,2014.0,57th Annual GRAMMY Awards  (2014),Best Recording Package,Lightning Bolt,True,2010.0,Unknown,Unknown,alive,4.0,False,American Music Award a l'artista alternatiu favorit; American Music Award for Favorite Alternative Rock Artist; American Music Award for beste artist innen alternativ rock; Rock and Roll Hall of Fame
98081,6aNMGfwdGyELNGCuqs5ldU,julie andrews,The Sound Of Music (50th Anniversary Edition),Do-Re-Mi,Medium,False,Medium,Low,Neutral,Film/Show Music,Long,False,False,2010.0,53rd Annual GRAMMY Awards  (2010),Best Spoken Word Album For Children,"Julie Andrews' Collection Of Poems, Songs, And Lullabies",True,2010.0,female,United Kingdom,alive,15.0,True,"Donostia Award; Duais an Acadaimh don bhan-aisteoir is fearr; Grammy Award for Best Children's Music Album; Grammy Award for Best Children’s Album; Grammy Lifetime Achievement Award; Gwobr y 'Theatre World'; Hasty Pudding Woman of the Year; Kennedy Pris; Primetime Emmy Award for Outstanding Documentary or Nonfiction Series; Primetime Emmy Award for Outstanding Variety, Music or Comedy Series; Prémio Screen Actors Guild Life Achievement Award; Screen Actors Guild Life Achievement Award; Theatre World Award; Victorian Honour Roll of Women; star on Hollywood Walk of Fame"
7669,1dF7E70XZl9udSIPMeUP15,doc watson,Doc & Dawg,Doc & Dawg,Low,False,Medium,Medium,Very Happy,Blues,Very Short,False,False,2006.0,49th Annual GRAMMY Awards  (2006),Best Country Instrumental Performance,Whiskey Before Breakfast,True,2000.0,male,United States,deceased,4.0,True,Grammy Lifetime Achievement Award; Naitional Medal o Airts; National Medal of Arts; North Carolina Award for Fine Arts
7481,4cJUW4FQNtm82pP9359kKS,alison krauss,Lonely Runs Both Ways,Doesn't Have to Be This Way,Low,False,Medium,Medium,Sad,Blues,Average,False,False,2011.0,54th Annual GRAMMY Awards  (2011),Best Bluegrass Album,Paper Airplane,True,2010.0,female,United States,alive,1.0,False,Americana Award for Duo/Group of the Year
19156,6m239N2EPkMYkN5unIYT9F,tim mcgraw,Sad Country Songs,Doggone,Low,False,High,Medium,Sad,Country,Average,False,False,2016.0,59th Annual GRAMMY Awards  (2016),Best Country Song,Humble And Kind,True,2010.0,male,United States,alive,1.0,False,star on Hollywood Walk of Fame
84211,2jvuMDqBK04WvCYYz5qjvG,pink floyd,Animals,Dogs,Medium,False,Medium,Medium,Very Sad,Rock,Very Long,False,False,1994.0,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,Marooned,True,1990.0,Unknown,Unknown,alive,3.0,True,Grammy Hall of Fame; Grammy Hall of Fame Award; Rock and Roll Hall of Fame
84374,1ABSzfyYSTmSrUx5NBxYaV,pink floyd,Animals (2018 Remix),Dogs - 2018 Remix,Medium,False,Medium,Medium,Very Sad,Rock,Very Long,False,False,1994.0,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,Marooned,True,1990.0,Unknown,Unknown,alive,3.0,True,Grammy Hall of Fame; Grammy Hall of Fame Award; Rock and Roll Hall of Fame
98513,0DEdotwMuVmPQDVoWspmbU,andrew lloyd webber,The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Don Juan,Low,False,Medium,Low,Very Sad,Film/Show Music,Average,False,False,1985.0,28th Annual GRAMMY Awards  (1985),Best Contemporary Composition,Lloyd Webber: Requiem,True,1980.0,male,United Kingdom,alive,8.0,True,Duais an Acadaimh don amhrán nuachumtha is fearr; Grammy Award for Best Musical Show Album; Grammy Award for Best Musical Theater Album; Kennedy Pris; Sitges Grand Honorary Award; Tony Award for Best Original Score; Tony Award/Beste Originalmusik; star on Hollywood Walk of Fame
90403,1MUsWVRPLaC7ANKcEiMRCl,elvis presley,Platinum - A Life In Music,Don't Be Cruel,High,False,High,Medium,Very Happy,Rock,Short,False,False,1974.0,17th Annual GRAMMY Awards  (1974),Best Inspirational Performance (Non-Classical),How Great Thou Art,True,1970.0,male,United States,deceased,6.0,True,Grammy Award; Grammy Awards; Grammy Lifetime Achievement Award; Grammy Sariak; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
90808,2eSj0HHwB9aHJQ7zFOu90G,elvis presley,From Elvis in Memphis,Don't Cry Daddy,Medium,False,Medium,Low,Sad,Rock,Short,False,False,1974.0,17th Annual GRAMMY Awards  (1974),Best Inspirational Performance (Non-Classical),How Great Thou Art,True,1970.0,male,United States,deceased,6.0,True,Grammy Award; Grammy Awards; Grammy Lifetime Achievement Award; Grammy Sariak; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
52973,6jVEABkw2c3tO40bfU7yw4,hank williams,The Complete Hank Williams,Don't Do It Darling,Low,False,Medium,Medium,Happy,Blues,Very Short,False,False,2014.0,57th Annual GRAMMY Awards  (2014),Best Historical Album,"The Garden Spot Programs, 1950",True,2010.0,male,United States,deceased,3.0,True,Grammy Lifetime Achievement Award; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
52713,1VgvLMN2BS6sX3al2o6p4n,george jones,"Kickin' Out The Footlights... Again: Jones Sings Haggard, Haggard Sings Jones",Don't Get Around Much Anymore,Low,False,High,Medium,Neutral,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
25757,0zjORbo98bRxMmyS3wzeKW,bryan adams,Twenty,Don't Give Up,Medium,False,High,High,Neutral,Disco,Average,False,False,1991.0,34th Annual GRAMMY Awards  (1991),Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),True,1990.0,male,Canada,alive,13.0,True,Canada's Walk of Fame; Canadian Music Hall of Fame; Grammy Award for Best Song Written for Visual Media; Jack Richardson Producer of the Year Award; Juno Award for Album of the Year; Juno Award for Entertainer of the Year; Juno Award for International Album of the Year; Juno Award for Songwriter of the Year; Juno Award/Album of the Year; Juno International Achievement Award; MTV Movie Award for Best Song from a Movie; star on Hollywood Walk of Fame; قالب:Juno Award for International Album of the Year
79134,7HW5WIw7ZgZORCzUxv5gW5,elton john,Rock Of The Westies,Don't Go Breaking My Heart,High,False,High,High,Happy,Classical,Average,False,False,1997.0,40th Annual GRAMMY Awards  (1997),Best Male Pop Vocal Performance,Candle In The Wind 1997,True,1990.0,male,United Kingdom,alive,19.0,True,CBE; Comanndair Òrd Impireachd Bhreatainn; Companion of Honour; Company d'Honor; Duais Gershwin; Duais an Acadaimh don amhrán nuachumtha is fearr; Gershwin-prisen; Gershwinova cena; Grammy Award; Grammy Awards; Grammy Sariak; Kennedy Pris; MusiCares Տարուան մարդ; National Humanities Medal; Rock and Roll Hall of Fame; Tony Award for Best Original Score; Tony Award/Beste Originalmusik; ofiser an Arzoù hag al Lizhiri; star on Hollywood Walk of Fame
62280,1zNXF2svmdlNxfS5XeNUgr,norah jones,Come Away With Me (Super Deluxe Edition),Don't Know Why,High,False,High,Low,Happy,Pop,Short,False,False,2004.0,47th Annual GRAMMY Awards  (2004),Record Of The Year,Here We Go Again,True,2000.0,female,United States,alive,5.0,True,Grammy Award for Album of the Year; Grammy Award for Best New Artist; Grammy Award for Record of the Year; Grammy Award for beste nye artist; Grammy al millor nou artista
84502,3QEWEv1tvHmVgsT5THpGDn,pink floyd,The Wall,Don't Leave Me Now,Medium,False,Medium,Low,Very Sad,Rock,Average,False,False,1994.0,37th Annual GRAMMY Awards  (1994),Best Rock Instrumental Performance,Marooned,True,1990.0,Unknown,Unknown,alive,3.0,True,Grammy Hall of Fame; Grammy Hall of Fame Award; Rock and Roll Hall of Fame
52893,2O3nenUcckL7ATMPQVvXVH,george jones,Wine Colored Roses,Don't Leave Without Taking Your Silver,Low,False,High,Low,Sad,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
52466,3Jb0Kw3T2t7W4t60kiAE43,george jones,Don't Let Me Cross Over,Don't Let Me Cross Over,Low,False,Medium,Low,Happy,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
11113,3evG0BIqEFMMP7lVJh1cSf,the beatles,The Beatles 1967 - 1970 (Remastered),Don't Let Me Down - Remastered 2009,High,False,Medium,Low,Happy,Pop,Average,False,False,2016.0,59th Annual GRAMMY Awards  (2016),Best Music Film,The Beatles: Eight Days A Week The Touring Years,True,2010.0,Unknown,Unknown,alive,12.0,True,Gradam Iontaobhaithe Grammy; Grammy Award for Album of the Year; Grammy Award for Best New Artist; Grammy Award for Best Pop Vocal Album; Grammy Award for beste nye artist; Grammy Lifetime Achievement Award; Grammy Trustees Award; Grammy al millor nou artista; Hollywood Walk of Fame; Rock and Roll Hall of Fame; Walk of Fame; star on Hollywood Walk of Fame
79843,11FcfHd3SOmmrWJPGe7Y30,elton john,Caribou,Don't Let The Sun Go Down On Me,High,False,Medium,Medium,Sad,Classical,Long,False,False,1997.0,40th Annual GRAMMY Awards  (1997),Best Male Pop Vocal Performance,Candle In The Wind 1997,True,1990.0,male,United Kingdom,alive,19.0,True,CBE; Comanndair Òrd Impireachd Bhreatainn; Companion of Honour; Company d'Honor; Duais Gershwin; Duais an Acadaimh don amhrán nuachumtha is fearr; Gershwin-prisen; Gershwinova cena; Grammy Award; Grammy Awards; Grammy Sariak; Kennedy Pris; MusiCares Տարուան մարդ; National Humanities Medal; Rock and Roll Hall of Fame; Tony Award for Best Original Score; Tony Award/Beste Originalmusik; ofiser an Arzoù hag al Lizhiri; star on Hollywood Walk of Fame
25865,5dxTO5UAB46lddMQQRGYNu,barry white,Love's Theme: The Best Of The 20th Century Records Singles,Don't Make Me Wait Too Long,Low,False,Medium,High,Very Happy,Disco,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male R&B Vocal Performance,Staying Power,True,1990.0,male,United States,deceased,1.0,False,star on Hollywood Walk of Fame
52138,5AbC76zDikNtHjOYCMmVyl,george jones,Walls Can Fall,Don't Send Me No Angels,Low,False,Medium,Low,Sad,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
20707,3PfIrDoz19wz7qK7tYeu62,dua lipa,Future Nostalgia,Don't Start Now,Very High,False,High,High,Happy,Dance,Short,True,False,2018.0,61st Annual GRAMMY Awards  (2018),Best New Artist,Dua Lipa,True,2010.0,female,Albania,alive,7.0,True,Brit Award for British Breakthrough Act; Grammy Award for Best Dance Recording; Grammy Award for Best New Artist; Grammy Award for Best Pop Vocal Album; Grammy Award for beste nye artist; Grammy al millor nou artista; Honorary Ambassador of Kosovo
44128,2yss0n7KmvmSr4EHvjfFpn,linkin park,Meteora (Bonus Edition),Don't Stay,High,False,Medium,High,Happy,Rock,Short,True,True,2005.0,48th Annual GRAMMY Awards  (2005),Best Rap/Sung Collaboration,Numb/Encore,True,2000.0,Unknown,Unknown,alive,5.0,False,American Music Award a l'artista alternatiu favorit; American Music Award for Favorite Alternative Rock Artist; American Music Award for beste artist innen alternativ rock; Mnet Asian Music Award al millor artista internacional; Mnet Asian Music Award for Best International Artist
44435,4FzrCRil9uGpGGsnnM0vkE,creed,Weathered,Don't Stop Dancing,High,False,Medium,Medium,Very Sad,Rock,Average,True,False,2000.0,43rd Annual GRAMMY Awards  (2000),Best Rock Song,With Arms Wide Open,True,2000.0,Unknown,Unknown,alive,4.0,False,National Board of Review/Top Ten Filme; National Board of Review: Film Sepuluh Besar; National Board of Review: Top Ten Films; national Board Review Top Ten Films
84475,1GLmaPfulP0BrfijohQpN5,the beach boys,"Shut Down, Vol. 2 (Remastered)",Don't Worry Baby - Remastered 2001,High,False,Medium,Medium,Very Happy,Rock,Short,False,False,2012.0,55th Annual GRAMMY Awards  (2012),Best Historical Album,The Smile Sessions (Deluxe Box Set),True,2010.0,Unknown,Unknown,alive,9.0,True,American Music Award al mèrit; American Music Award of Merit; American Music Award за заслуги; California Hall of Fame; Grammy Hall of Fame; Grammy Hall of Fame Award; Grammy Lifetime Achievement Award; Rock and Roll Hall of Fame; star on Hollywood Walk of Fame
52793,4CjLFHQDcaLXvygCoVx65K,george jones,One Woman Man,Don't You Ever Get Tired (Of Hurting Me),Low,False,Medium,Low,Sad,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
52550,6QAJbtf8Qb69AKsp8soPmN,ray price,The Other Woman,Don't You Ever Get Tired of Hurting Me,Medium,False,Medium,Low,Neutral,Blues,Short,False,False,2007.0,50th Annual GRAMMY Awards  (2007),Best Country Collaboration With Vocals,Lost Highway,True,2000.0,male,United States,deceased,1.0,False,North Carolina Sports Hall of Fame
11105,1CRtJS94Hq3PbBZT9LuF90,adele,21,Don't You Remember,High,False,High,Medium,Sad,Pop,Average,False,False,2016.0,59th Annual GRAMMY Awards  (2016),Record Of The Year,Hello,True,2010.0,female,United Kingdom,alive,15.0,True,Ball d'Ord Impireacht na Breataine; Ball Òrd Impireachd Bhreatainn; Broadcast Film Critics Association Award for Best Song; Broadcast Film Critics Association Award for bedste sang; Critics’ Choice Movie Award/Bestes Lied; Duais an Acadaimh don amhrán nuachumtha is fearr; Grammy Award for Album of the Year; Grammy Award for Best New Artist; Grammy Award for Best Pop Vocal Album; Grammy Award for Best Song Written for Visual Media; Grammy Award for Record of the Year; Grammy Award for Song of the Year; Grammy Award for beste nye artist; Grammy al millor nou artista; Gwobr Time 100
52527,5tRwoFD6Fok5kkvnnLdzJB,george jones,Done Gone,Done Gone,Low,False,High,Medium,Very Happy,Blues,Short,False,False,1999.0,42nd Annual GRAMMY Awards  (1999),Best Male Country Vocal Performance,Choices,True,1990.0,male,Australia,deceased,8.0,True,Distinguished Flying Cross; Distinguished Flying Cross (Reino Unido); Distinguished Flying Cross (Storbritannien); Grammy Lifetime Achievement Award; Kennedy Pris; Keskoweth Ordyr Bath; Naitional Medal o Airts; National Medal of Arts
81857,1R0a2iXumgCiFb7HEZ7gUE,taylor swift,reputation,Don’t Blame Me,Very High,False,High,Medium,Very Sad,Pop,Average,False,False,2019.0,62nd Annual GRAMMY Awards  (2019),Song Of The Year,Lover,True,2010.0,female,United States,alive,25.0,True,American Music Award al millor artista adult contemporani; American Music Award al millor àlbum country; American Music Award al millor àlbum pop-rock; American Music Award ao artista do ano; American Music Award for Artist of the Year; American Music Award for Favorite Country Album; American Music Award for Favorite Pop/Rock Album; American Music Award for Tour of the Year; American Music Award för bästa adult contemporary-artist; American Music Award för countryalbum; American Music Award för årets turné; American Music Award артисту года; American Music Award տարվա դերասանին; Artist of the Year; Country Music Association Award for International Achievement; Favorite Adult Contemporary Artist; Favorite Adult Contemporary New Artiste; Favorite Country Album; Grammy Award al miglior album country; Grammy Award for Album of the Year; Grammy Award for Best Country Album; Grammy Award for Best Country Song; Grammy Award for Best Pop Vocal Album; Grammy Award for Best Song Written for Visual Media; Grammy for Bedste countryalbum
11456,40XeGNGFchGYw7y0ue1GiG,the beatles,Let It Be (Super Deluxe),Don’t Let Me Down - First Rooftop Performance,Medium,False,Medium,Medium,Happy,Pop,Short,False,False,2016.0,59th Annual GRAMMY Awards  (2016),Best Music Film,The Beatles: Eight Days A Week The Touring Years,True,2010.0,Unknown,Unknown,alive,12.0,True,Gradam Iontaobhaithe Grammy; Grammy Award for Album of the Year; Grammy Award for Best New Artist; Grammy Award for Best Pop Vocal Album; Grammy Award for beste nye artist; Grammy Lifetime Achievement Award; Grammy Trustees Award; Grammy al millor nou artista; Hollywood Walk of Fame; Rock and Roll Hall of Fame; Walk of Fame; star on Hollywood Walk of Fame
11759,0lO9vvpJdd2ZNAq61ga9wy,the rolling stones,Honk (Deluxe),Doom And Gloom,Medium,False,High,High,Happy,Pop,Average,True,False,2017.0,60th Annual GRAMMY Awards  (2017),Best Traditional Blues Album,Blue & Lonesome,True,2010.0,Unknown,Unknown,alive,8.0,True,Grammy Award al miglior album rock; Grammy Award for Best Rock Album; Grammy Hall of Fame; Grammy Hall of Fame Award; Grammy Lifetime Achievement Award; Juno Award for International Entertainer of the Year; Juno Award/International Entertainer of the Year; Rock and Roll Hall of Fame
68860,4d4ZXH4dr5bYfgErHiZCX2,bad bunny,Un Verano Sin Ti,Dos Mil 16,Very High,False,High,Medium,Neutral,Latin,Short,False,False,2019.0,62nd Annual GRAMMY Awards  (2019),"Best Latin Rock, Urban or Alternative Album",X 100Pre,True,2010.0,male,Puerto Rico,alive,1.0,False,Gwobr Time 100
98705,0jBBjn0oUN568ohYE3wlLL,lin-manuel miranda,Encanto (Original Motion Picture Soundtrack),Dos Oruguitas - Instrumental,Medium,False,High,Medium,Very Sad,Film/Show Music,Average,False,False,2017.0,60th Annual GRAMMY Awards  (2017),Best Song Written For Visual Media,How Far I'll Go,True,2010.0,male,United States,alive,17.0,True,Beca MacArthur; Bolsa MacArthur; Comhalta MacArthur; Grammy Award for Best Musical Show Album; Grammy Award for Best Musical Theater Album; Grammy Award for Best Song Written for Visual Media; Gwobr y 'Theatre World'; MacArthurova cena; Primetime Emmy Award for Outstanding Music and Lyrics; Primetime Emmy Award for Outstanding Original Music and Lyrics; Theatre World Award; Tony Award for Best Book of a Musical; Tony Award for Best Original Score; Tony Award/Beste Originalmusik; Tony Award/Bestes Musicallibretto; Tony-prisen for beste musical-manus; star on Hollywood Walk of Fame
104767,1igTnGM5kIlDqzldZzqnb6,luis fonsi,20 Años Contigo,Dos Veces,Medium,False,High,High,Happy,Latin,Short,True,False,2019.0,62nd Annual GRAMMY Awards  (2019),Best Latin Pop Album,Vida,True,2010.0,male,Puerto Rico,alive,2.0,False,Billboard Music Award for Top Hot 100 Song; Billboard Music Award untuk Top Hot 100 Song
1603,67PY8HBV98iVLodNXhBk8V,ali farka touré,Ali & Toumani,Doudou,Low,False,Medium,Medium,Happy,World Music,Average,False,False,2010.0,53rd Annual GRAMMY Awards  (2010),Best Traditional World Music Album,Ali And Toumani,True,2010.0,male,Mali,deceased,2.0,True,Grammy Award for Best Global Music Album; Grammy Award for Best Traditional World Music Album
98222,5bP4JDOgls9KTipQRrYqb8,andrew lloyd webber,The Phantom Of The Opera (Original Motion Picture Soundtrack / Deluxe Edition),Down Once More / Track Down This Murderer,Low,False,Low,Low,Very Sad,Film/Show Music,Very Long,False,False,1985.0,28th Annual GRAMMY Awards  (1985),Best Contemporary Composition,Lloyd Webber: Requiem,True,1980.0,male,United Kingdom,alive,8.0,True,Duais an Acadaimh don amhrán nuachumtha is fearr; Grammy Award for Best Musical Show Album; Grammy Award for Best Musical Theater Album; Kennedy Pris; Sitges Grand Honorary Award; Tony Award for Best Original Score; Tony Award/Beste Originalmusik; star on Hollywood Walk of Fame
7938,3WJ8xIHrNTtP5YsXOqqyml,alison krauss,A Hundred Miles Or More: A Collection,"Down To The River To Pray - From “O Brother, Where Art Thou” Soundtrack",Medium,False,Medium,Low,Happy,Blues,Short,False,False,2011.0,54th Annual GRAMMY Awards  (2011),Best Bluegrass Album,Paper Airplane,True,2010.0,female,United States,alive,1.0,False,Americana Award for Duo/Group of the Year
92964,4OnqJ1ml4Jgr5AAKNrrYCD,the coasters,The Coasters,Down in Mexico,Medium,False,High,Medium,Very Happy,Rock,Short,False,False,1986.0,29th Annual GRAMMY Awards  (1986),Best Historical Album,"Atlantic Rhythm And Blues 1947-1974, Vols. 1-7",True,1980.0,Unknown,Unknown,alive,1.0,False,Rock and Roll Hall of Fame
44612,4e0MJaiXSwXBhrQZHyoK8c,nirvana,Incesticide,Downer,Medium,False,Medium,High,Neutral,Rock,Very Short,False,False,1995.0,38th Annual GRAMMY Awards  (1995),Best Alternative Music Performance,MTV Unplugged In New York,True,1990.0,Unknown,Unknown,alive,4.0,True,BRIT Award for International Breakthrough Act; BRIT Awards/International Breakthrough Act; Grammy Award for Best Alternative Music Album; Rock and Roll Hall of Fame
90703,2PaRgKXIroJJ351nwLmIe0,petula clark,The Classic Collection,Downtown,Low,False,Medium,Medium,Neutral,Rock,Short,False,False,1965.0,8th Annual GRAMMY Awards  (1965),Best Contemporary (R&R) Vocal Performance - Female,I Know A Place,True,1960.0,female,United Kingdom,alive,2.0,False,CBE; Comanndair Òrd Impireachd Bhreatainn
44216,0bTLGlCqwZXwJGWGE2Dywg,nirvana,Nevermind (Remastered),Drain You,High,False,Medium,High,Very Sad,Rock,Average,False,False,1995.0,38th Annual GRAMMY Awards  (1995),Best Alternative Music Performance,MTV Unplugged In New York,True,1990.0,Unknown,Unknown,alive,4.0,True,BRIT Award for International Breakthrough Act; BRIT Awards/International Breakthrough Act; Grammy Award for Best Alternative Music Album; Rock and Roll Hall of Fame
103450,0PXp9QxBfSKGGpWUNaws2X,drake,Exis,Drama (feat. Drake),High,True,High,Medium,Very Sad,Soul/Funk,Average,False,False,2019.0,62nd Annual GRAMMY Awards  (2019),Best R&B Song,No Guidance,True,2010.0,male,Canada,alive,13.0,True,American Music Award for Favorite Rap/Hip-Hop Album; American Music Award for Favorite Rap/Hip-Hop Artist; American Music Award for Favorite Rap/Hip-Hop Song; American Music Award for Favorite Soul/R&B Song; American Music Award för bästa rap/hip hop-album; American Music Award för bästa rap/hip hop-artist; American Music Award լավագույն ռեփ/հիփ հոփ ալբոմի համար; Canada's Walk of Fame; ECHO Awards; Echo Pop for årets hit; Grammy Award al miglior album rap; Grammy Award for Best Rap Album; Grammy Award for Best Rap Song
5076,72uSoNIf7eScfGZFQjNHrR,eve,Bunka,Dramaturgy,High,False,Medium,High,Happy,Film/Show Music,Average,True,False,2001.0,44th Annual GRAMMY Awards  (2001),Best Rap/Sung Collaboration,Let Me Blow Ya Mind,True,2000.0,female,United States,alive,1.0,False,Daytime Emmy Award for Outstanding Talk Show Host
113341,6ci70PFY04KxK9oFOceqMw,michael w. smith,Worship,Draw Me Close - Live,Medium,False,Medium,Medium,Sad,World Music,Average,False,False,2003.0,46th Annual GRAMMY Awards  (2003),Best Pop/Contemporary Gospel Album,Worship Again,True,2000.0,male,United States,alive,2.0,False,Dove Award for Songwriter of the Year; GMA Dove Award for Vocalist of the Year
8500,3Bbbz0IGORWZSLf9UqsAL4,ella fitzgerald,C'est Si Bon,Dream A Little Dream Of Me,Medium,False,High,Low,Sad,Blues,Short,False,False,1994.0,37th Annual GRAMMY Awards  (1994),Best Recording Package - Boxed,The Complete Ella Fitzgerald Songbooks,True,1990.0,female,United States,deceased,11.0,True,Grammy Lifetime Achievement Award; Hasty Pudding Woman of the Year; Kennedy Pris; Naitional Medal o Airts; National Endowment for the Arts; National Medal of Arts; National Women's Hall of Fame; National Women’s Hall of Fame; dochtúireacht oinigh ó Ollscoil Princeton; honorary doctorate from Princeton University; star on Hollywood Walk of Fame
